Source,Preferred society name,Society id,Cross-dataset id,Original society name,eHRAF name,eHRAF code,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Variable: Mean value of annual precipitation across the year (mm),Description: Mean value of annual precipitation across the year (mm),Comment: Mean value of annual precipitation across the year (mm),Variable: Mean value of monthly temperature across the year (°C),Description: Mean value of monthly temperature across the year (°C),Comment: Mean value of monthly temperature across the year (°C),Variable: Variance in monthly precipitation means,Description: Variance in monthly precipitation means,Comment: Variance in monthly precipitation means
Ethnographic Atlas,Shuar,Se3,xd1367,Jivaro (Se3),Jivaro,SD09,-3,-78,-3,-78,shua1257,Shuar,jiv,Chicham,118612.3793,,,20.98180557,,,8841008874,,
Ethnographic Atlas,Shuswap,Nd11,xd1143,Shuswap (Nd11),,,51,-120,51,-120,shus1248,Shuswap,shs,Salishan,87101.88356,,,1.899933104,,,2450339496,,
Western North American Indian database,Shuswap,WNAI96,xd1143,Shuswap (J96),,,51.3,-120,51.3,120,shus1248,Shuswap,shs,Salishan,93146.88491,,,1.319477773,,,2697454148,,
Binford Hunter-Gatherer,Shuswap,B333,xd1143,Shuswap (B333),,,53.41,-119.53,53.41,-119.53,shus1248,Shuswap,shs,Salishan,101842.8407,,,-0.987222779,,,2751503558,,
Binford Hunter-Gatherer,Uintah Ute,B230,xd1194,Uintah Ute (B230),,,40.47,-110.22,40.47,-110.22,utee1244,Ute,,Uto-Aztecan,52383.65861,,,5.977387647,,,1296160348,,
Ethnographic Atlas,Shuwa,Cb16,xd465,Shuwa (Cb16),,,13,15,13,15,char1283,Chari-Baguirmi,,Afro-Asiatic,49670.96976,,,26.53285465,,,3887088742,,
Western North American Indian database,Sia,WNAI162,xd1276,Sia Keres (J162),Zia Pueblo,NT38,35.3,-106.5,35.3,106.5,ziaa1251,Zia (United States),,Keresan,60322.70369,,,7.926459424,,,1440288298,,
Standard cross-cultural sample,Burmese,SCCS71,xd709,Burmese (SCCS71),Burmans,AP04,22,95.67,22,95.67,nucl1310,Burmese,mya,Sino-Tibetan,101497.2786,,,23.24950743,,,13002196174,,
Ethnographic Atlas,Uintah Ute,Nd58,xd1194,Uintah (Nd58),,,40,-112,40,-112,utee1244,Ute,,Uto-Aztecan,33915.98384,,,8.538287854,,,502659688.7,,
Ethnographic Atlas,Bubi,Ae44,xd165,Bubi (Ae44),,,3.54,8.72,4,9,bube1242,Bube,bvb,Atlantic-Congo,179969.9621,,,25.86279363,,,10568909207,,
Western North American Indian database,Uintah Ute,WNAI129,xd1194,Uintah Ute (J129),,,40,-111,40,111,utee1244,Ute,,Uto-Aztecan,41248.80183,,,7.689142898,,,735228305.7,,
Ethnographic Atlas,Uttar Pradesh,Ef11,xd663,Uttar Pradesh (Ef11),Uttar,AW19,26,83,26,83,bhoj1244,Bhojpuri,bho,Indo-European,83071.75491,,,26.00683427,,,9639772522,,
Binford Hunter-Gatherer,Bororo,B41,xd1397,Bororo (B41),Bororo,SP08,-16,-55,16.52,-55,boro1282,Bororo,bor,Bororoan,119592.9573,,,25.32558359,,,14510842380,,
Ethnographic Atlas,Ukranians,Ch7,xd571,Ukranians (Ch7),Ukraine,RD01,48,36,48,36,east2270,East Ukrainian,,Indo-European,48424.07478,,,12.23980106,,,670777426.4,,
Ethnographic Atlas,Bunun,Ia10,xd733,Bunun (Ia10),,,24,121,24,121,bunu1267,Bunun,bnn,Austronesian,118186.2441,,,21.21236436,,,10911121517,,
Ethnographic Atlas,Ulawans,Ig6,xd858,Ulawans (Ig6),,,-9.63,161.44,-10,161,saaa1240,Sa'a,apb,Austronesian,275106.3643,,,27.33536157,,,15811541694,,
Western North American Indian database,Bohogue,WNAI125,xd1180,Bohogue Shoshone (J125),,,43,-113,43,113,nort2955,Northern Shoshoni,,Uto-Aztecan,44029.23537,,,6.234518253,,,948670429.9,,
Ethnographic Atlas,Ulch,ec18,xd626,Ulch (ec18),,,50,136,50,136,ulch1241,Ulch,ulc,Tungusic,73669.72815,,,-2.851321261,,,3813546179,,
Ethnographic Atlas,Bororo,Si1,xd1397,Bororo (Si1),Bororo,SP08,-16,-55,-16,-55,boro1282,Bororo,bor,Bororoan,119592.9573,,,25.32558359,,,14510842380,,
Ethnographic Atlas,Ulithians,If9,xd840,Ulithians (If9),,,10.02,139.79,10,140,ulit1238,Ulithian,uli,Austronesian,229984.5539,,,27.51282604,,,11819976152,,
Ethnographic Atlas,Eastern Cree,Na31,xd1047,Eastern Cree (Na31),,,51,-85,51,-85,sout2978,Southern East Cree,crj,Algic,55006.44242,,,1.04264468,,,688628482.3,,
Ethnographic Atlas,Koso,Nd31,xd1165,Koso (Nd31),Western,NT22,36,-118,36,-118,pana1305,Panamint,par,Uto-Aztecan,37616.13862,,,14.05247908,,,2791288112,,
Ethnographic Atlas,Uveans,Ii13,xd879,Uveans (Ii13),,,-13.28,-176.17,-13,-176,wall1257,Wallisian,wls,Austronesian,231041.4913,,,27.15101231,,,12403532690,,
Binford Hunter-Gatherer,Eastern Mono,B202,xd1164,Owens Valley Paiute (Eastern Mono) (B202),,,36.88,-118.18,36.88,-118.18,mono1275,Mono (USA),mnr,Uto-Aztecan,49863.60734,,,11.96849469,,,4095684995,,
Ethnographic Atlas,Kosraeans,If11,xd826,Kusaians (If11),,,5.31,162.98,5,163,kosr1238,Kosraean,kos,Austronesian,299601.0949,,,27.59377927,,,18743654458,,
Western North American Indian database,Eastern Mono,WNAI117,xd1164,Owens Valley Northern Paiute (J117),,,38,-119,38,119,mono1275,Mono (USA),mnr,Uto-Aztecan,61808.92785,,,10.39539801,,,6093725897,,
Ethnographic Atlas,Kota,Ae41,xd162,Kota (Ae41),,,1,14,1,14,kota1274,Kota (Gabon),koq,Atlantic-Congo,182337.6191,,,22.38332789,,,5515917687,,
Ethnographic Atlas,Eastern Mono,Nd30,xd1164,Eastern Mono (Nd30),,,37,-118,37,-118,mono1275,Mono (USA),mnr,Uto-Aztecan,45110.43662,,,11.37312871,,,3245202182,,
Ethnographic Atlas,Kotoko,Ai18,xd346,Kotoko (Ai18),,,12,15,12,15,lagw1237,Lagwan,kot,Afro-Asiatic,60110.40352,,,26.77476346,,,4825060462,,
Binford Hunter-Gatherer,Eastern Ojibwa,B327,xd1055,Kitchibaun Ojibwa (B327),Ojibwa,NG06,45.21,-85.1,45.21,-85.1,east2542,Eastern Ojibwa,ojg,Algic,67482.20327,,,5.333286477,,,1110156639,,
Binford Hunter-Gatherer,Kotzebue Sound Inuit,B371,xd1016,Kotzebue Sound Inuit (B371),,,66.77,-161.53,66.77,-161.53,kotz1238,Kotzebue Sound Inupiatun,,Eskimo-Aleut,43483.43391,,,-8.778820795,,,678467710.5,,
Ethnographic Atlas,Kel Antessar,Cc5,xd502,Antessar (Cc5),,,18,-3,18,-3,timb1263,Timbuktu,,Afro-Asiatic,11453.35587,,,26.7418608,,,379271819.7,,
Ethnographic Atlas,Kentu,Ah24,xd314,Kentu (Ah24),,,7,10,7,10,etky1238,Etkywan,ich,Atlantic-Congo,175919.2433,,,21.78043304,,,16338740804,,
Ethnographic Atlas,Keraki,Ie5,xd819,Keraki (Ie5),,,-9,142,-9,142,namb1293,Nambo,ncm,Morehead-Wasur,156481.658,,,26.5888115,,,17586384064,,
Ethnographic Atlas,Kerala,Eg6,xd682,Kerala (Eg6),Kerala,AW11,11,76,11,76,mala1464,Malayalam,mal,Dravidian,193003.6055,,,25.98015986,,,33845147778,,
Ethnographic Atlas,Kerewe,Ad43,xd113,Kerewe (Ad43),,,-3,33,-3,33,kere1283,Kerewe,ked,Atlantic-Congo,117274.1306,,,20.81277014,,,18216227940,,
Western North American Indian database,Akwa’ala,WNAI92,xd1426,Akwa’ala (Hokan) (J92),,,31.5,-115.8,31.5,115.8,paip1241,Paipai,ppi,Cochimi-Yuman,14864.8362,,,19.45641948,,,481826865.3,,
Ethnographic Atlas,U'wa,Sf4,xd1377,Tunebo (Sf4),,,7,-72,7,-72,cent2150,Central Tunebo,tuf,Chibchan,188023.5864,,,17.50920291,,,27613954520,,
Ethnographic Atlas,Ket,Ec8,xd636,Ket (Ec8),,,62,90,62,90,kett1243,Ket,ket,Yeniseian,50444.8893,,,-5.140265806,,,476862646.2,,
Binford Hunter-Gatherer,Ket,B24,xd636,Ket (B24),,,62,90,62,90,kett1243,Ket,ket,Yeniseian,50444.8893,,,-5.140265806,,,476862646.2,,
Ethnographic Atlas,Kewa,Nh27,xd1278,Santo Domingo (Nh27),,,36,-105,36,-105,sant1425,Santo Domingo,,Keresan,70684.25302,,,7.212712302,,,2159358833,,
Western North American Indian database,Kewa,WNAI164,xd1278,Santo Domingo Keres (J164),,,35.3,-106.1,35.3,106.1,sant1425,Santo Domingo,,Keresan,60322.70369,,,7.926459424,,,1440288298,,
Ethnographic Atlas,Kewyipaya,Nh23,xd1274,Kewyipaya (Nh23),,,34,-111,34,-111,yava1252,Yavapai,,Cochimi-Yuman,46789.25977,,,15.08067456,,,1974807872,,
Ethnographic Atlas,Keyu,Aj25,xd401,Keyu (Aj25),,,0,36,0,36,keiy1238,Keiyo,eyo,Nilotic,50566.30196,,,19.01419744,,,3357364605,,
Standard cross-cultural sample,Aimoré,SCCS178,xd1413,Botocudo (SCCS178),,,-19,-42.5,-19,-42.5,kren1239,Krenak,kqq,Nuclear-Macro-Je,81377.52946,,,20.08786553,,,6701922887,,
Ethnographic Atlas,Khalka,Eb3,xd611,Khalka (Eb3),Mongolia,AH01,46,97,46,97,halh1238,Halh Mongolian,khk,Mongolic,26098.48358,,,-2.986826334,,,353038440.8,,
Standard cross-cultural sample,Khalka,SCCS66,xd611,Khalka Mongols (SCCS66),Mongolia,AH01,47.17,96.08,47.17,96.08,halh1238,Halh Mongolian,khk,Mongolic,33814.2071,,,-3.590068385,,,537695284.6,,
Ethnographic Atlas,Khasi,Ei8,xd714,Khasi (Ei8),Khasi,AR07,26,92,26,92,khas1269,Khasi,kha,Austroasiatic,113970.1543,,,21.93089978,,,13502696863,,
Ethnographic Atlas,Khevsur,Ci2,xd578,Khevsur (Ci2),,,43,45,43,45,xevs1238,Xevsur,,Kartvelian,75148.38033,,,8.089389291,,,1502519701,,
Ethnographic Atlas,Khmer,Ej5,xd727,Cambodians (Ej5),Cambodians,AM04,12,105,12,105,sout2688,Southern Khmer,,Austroasiatic,186258.2242,,,24.91698418,,,22299796285,,
Ethnographic Atlas,Khond,Eg12,xd675,Khond (Eg12),,,18,82,18,82,kuii1252,Kui (India),kxu,Dravidian,141620.6645,,,24.32529768,,,24506252038,,
Standard cross-cultural sample,Aleut,SCCS123,xd1067,Aleut (SCCS123),Aleut,NA06,55,-162.85,55.25,-164,east2533,Eastern Aleut,,Eskimo-Aleut,81344.04697,,,3.10205564,,,992190434.1,,
Ethnographic Atlas,K'iche',Sa13,xd1313,Quiche (Sa13),,,15,-91,15,-91,kich1262,K'iche',quc,Mayan,90766.66603,,,23.92888485,,,9210797676,,
Standard cross-cultural sample,K'iche',SCCS155,xd1313,Quiche (SCCS155),,,15,-91,15,-91,kich1262,K'iche',quc,Mayan,90766.66603,,,23.92888485,,,9210797676,,
Ethnographic Atlas,Kickapoo,Nf15,xd1235,Kickapoo (Nf15),,,43,-90,43,-90,kick1244,Kickapoo,kic,Algic,65073.05301,,,9.224906028,,,1407598003,,
Ethnographic Atlas,Kidutokado,Nd24,xd1157,Kidutokado (Nd24),Northern Paiute,NR13,42,-120,42,-120,nort1551,North Northern Paiute,,Uto-Aztecan,60190.96331,,,7.10194214,,,2451547865,,
Western North American Indian database,Kidutokado,WNAI115,xd1157,Kidu-Dokado Northern Paiute (J115),Northern Paiute,NR13,42,-120,42,120,nort1551,North Northern Paiute,,Uto-Aztecan,60190.96331,,,7.10194214,,,2451547865,,
Binford Hunter-Gatherer,Kidutokado,B226,xd1157,Kidutokado (Surprise Valley Paiute) (B226),Northern Paiute,NR13,41.5,-120.06,41.5,-120.06,nort1551,North Northern Paiute,,Uto-Aztecan,70718.24521,,,7.586344209,,,4235295830,,
Binford Hunter-Gatherer,Aleut,B298,xd1067,Aleut (B298),Aleut,NA06,55,-162.85,55,-162.85,east2533,Eastern Aleut,,Eskimo-Aleut,81344.04697,,,3.10205564,,,992190434.1,,
Ethnographic Atlas,Kiga,Ad13,xd80,Chiga (Ad13),,,-3,30,-3,30,chig1238,Chiga,cgg,Atlantic-Congo,156813.9814,,,16.5840068,,,20029282678,,
Binford Hunter-Gatherer,Kija,B101,xd950,Lungga (B101),,,-16.91,127.83,-16.91,127.83,kitj1240,Kitja,gia,Jarrakan,117120.6129,,,25.4755257,,,19043967266,,
Ethnographic Atlas,Kikuyu,Ad4,xd109,Kikuyu (Ad4),Gikuyu,FL10,-1,37,-1,37,kiku1240,Kikuyu,kik,Atlantic-Congo,52669.69964,,,17.92150919,,,2351512834,,
Standard cross-cultural sample,Kikuyu,SCCS11,xd109,Kikuyu (SCCS11),Gikuyu,FL10,-0.67,37.17,-0.67,37.17,kiku1240,Kikuyu,kik,Atlantic-Congo,48525.62043,,,18.24392873,,,2391993146,,
Ethnographic Atlas,Kiliwa,Nc34,xd1134,Kiliwa (Nc34),,,31,-115,31,-115,kili1268,Kiliwa,klb,Cochimi-Yuman,14912.74012,,,20.43536157,,,434288792,,
Western North American Indian database,Kiliwa,WNAI91,xd1134,Kaliwa (Hokan) (J91),,,31.5,-115,31.5,115,kili1268,Kiliwa,klb,Cochimi-Yuman,15324.03036,,,20.33814474,,,430652277.5,,
Binford Hunter-Gatherer,Aka,B60,xd923,Aka (B60),,,2,17,2,17,bamb1264,Bambenzele,,Atlantic-Congo,180434.1932,,,22.7829604,,,6685574546,,
Binford Hunter-Gatherer,Kiliwa,B146,xd1134,Kiliwa (B146),,,31.44,-115.25,31.44,-115.25,kili1268,Kiliwa,klb,Cochimi-Yuman,15078.85416,,,19.93232617,,,458829092.9,,
Ethnographic Atlas,Kimam,Ie18,xd794,Kimam (Ie18),,,-7.52,138.46,-7,138,kima1246,Kimaama,kig,Kolopom,167735.4739,,,26.76124256,,,13741738381,,
Standard cross-cultural sample,Kimam,SCCS93,xd794,Kimam (SCCS93),,,-7.5,138.5,-7.5,138.5,kima1246,Kimaama,kig,Kolopom,175932.4178,,,26.44995906,,,13856923015,,
Western North American Indian database,Kings River Western Mono,WNAI72,xd1122,Kings River Mono (Uto-Aztecan) (J72),,,36.7,-119,36.7,119,mono1275,Mono (USA),mnr,Uto-Aztecan,51759.99714,,,13.069292,,,4794279813,,
Western North American Indian database,Kings River Yokuts,WNAI74,xd1436,Kings River Yokuts (J74),Yokuts,NS29,36.8,-119.4,36.8,119.4,sout2955,Southern Foothill Yokuts,,Yokutsan,53656.38694,,,14.1700893,,,5492874631,,
Ethnographic Atlas,Kiowa,Ne17,xd1216,Kiowa (Ne17),,,36,-99,36,-99,kiow1266,Kiowa,kio,Kiowa-Tanoan,62599.08656,,,15.38113574,,,2024745040,,
Binford Hunter-Gatherer,Alacaluf,B53,xd1387,Alacaluf (B53),,,-49.55,-74.52,-49.55,-74.52,qawa1238,Qawasqar,alc,Kawesqar,196556.0597,,,6.521616884,,,3178578748,,
Ethnographic Atlas,Uzbek,Eb8,xd616,Uzbek (Eb8),,,43,60,43,60,nort2690,Northern Uzbek,uzn,Turkic,15751.19283,,,13.98627587,,,183432198.5,,
Binford Hunter-Gatherer,Kiowa,B243,xd1216,Kiowa (B243),,,36.9,-99.1,36.9,-99.1,kiow1266,Kiowa,kio,Kiowa-Tanoan,59611.72391,,,14.26523204,,,1868521359,,
Ethnographic Atlas,Kiowa Apache,Ne2,xd1219,Kiowa Apache (Ne2),,,36,-99,36,-99,kiow1264,Kiowa Apache,apk,Athapaskan-Eyak-Tlingit,62599.08656,,,15.38113574,,,2024745040,,
Binford Hunter-Gatherer,Kiowa Apache,B244,xd1219,Kiowa Apache (B244),,,35.83,-98.9,35.83,-98.9,kiow1264,Kiowa Apache,apk,Athapaskan-Eyak-Tlingit,62599.08656,,,15.38113574,,,2024745040,,
Ethnographic Atlas,Kipsigis,Aj9,xd414,Kipsigis (Aj9),,,-1,36,-1,36,kips1239,Kipsigis,sgc,Nilotic,55454.71382,,,18.3564765,,,3501702670,,
Ethnographic Atlas,Kisama,Ab21a,xd23,Kisama (Ab21a),,,-10,14,-10,14,sama1300,Sama,smd,Atlantic-Congo,76838.78966,,,25.99188671,,,7295254074,,
Ethnographic Atlas,Kissi,Af2,xd197,Kissi (Af2),,,9,-10,9,-10,nort2765,Northern Kissi,kqs,Atlantic-Congo,199226.2748,,,22.1376006,,,36033841413,,
Binford Hunter-Gatherer,Kua,B75,xd933,Kua (B75),,,-22.88,24.41,-22.88,24.41,kuaa1238,Kua,tyu,Khoe-Kwadi,72802.6158,,,20.39864259,,,6848334845,,
Ethnographic Atlas,Kiwai,Ie13,xd789,Kiwai (Ie13),,,-9,143,-9,143,sout2949,Southern Kiwai,kjd,Kiwaian,163223.4004,,,26.13073362,,,14612849358,,
Western North American Indian database,Klahoose,WNAI14,xd1071,Klahuse Salish (J14),,,50.5,-124.5,50.5,124.5,slia1241,Sliammon,,Salishan,187945.4866,,,3.854195186,,,18977042600,,
Ethnographic Atlas,Klahoose,Nb12,xd1071,Klahuse (Nb12),,,51,-125,51,-125,slia1241,Sliammon,,Salishan,185901.2678,,,2.369375671,,,17892361716,,
Binford Hunter-Gatherer,Klallam,B285,xd1075,Clallam (B285),,,47.95,-123.55,47.95,-123.55,clal1241,Clallam,clm,Salishan,122899.7038,,,9.6708136,,,10033640966,,
Western North American Indian database,Klallam,WNAI22,xd1075,Klallam Salish (J22),,,47.95,-123.55,48.2,123.2,clal1241,Clallam,clm,Salishan,122899.7038,,,9.6708136,,,10033640966,,
Ethnographic Atlas,Klallam,Nb16,xd1075,Klallam (Nb16),,,48,-123,48,-123,clal1241,Clallam,clm,Salishan,123088.5277,,,8.960973809,,,9975010264,,
Western North American Indian database,Alsea,WNAI29,xd1088,Alsea (J29),,,44.7,-124,44.7,124,alse1251,Alsea-Yaquina,aes,Alsea-Yaquina,106381.6214,,,11.2257092,,,9828354794,,
Standard cross-cultural sample,Klamath,SCCS138,xd1139,Klamath (SCCS138),Klamath,NR10,42.63,-121.67,42.63,-121.67,klam1254,Klamath-Modoc,kla,Klamath-Modoc,133841.3102,,,7.62662365,,,15025939486,,
Binford Hunter-Gatherer,Klamath,B189,xd1139,Klamath (B189),Klamath,NR10,42.62,-121.5,42.62,-121.5,klam1254,Klamath-Modoc,kla,Klamath-Modoc,112029.3495,,,7.139547865,,,10300115175,,
Ethnographic Atlas,Klamath,Nc8,xd1139,Klamath (Nc8),Klamath,NR10,43,-122,43,-122,klam1254,Klamath-Modoc,kla,Klamath-Modoc,133841.3102,,,7.62662365,,,15025939486,,
Western North American Indian database,Klamath,WNAI112,xd1139,Klamath (J112),Klamath,NR10,42.5,-122,42.5,122,klam1254,Klamath-Modoc,kla,Klamath-Modoc,128929.6356,,,8.036666709,,,14757199636,,
Western North American Indian database,Klikitat,WNAI109,xd1435,Klikitat (J109),,,45.8,-121.5,45.8,121.5,klik1240,Klikitat,,Sahaptian,100442.6387,,,8.521556603,,,7853687817,,
Ethnographic Atlas,Klikitat,Nd17,xd1149,Klikitat (Nd17),,,46,-122,46,-122,nucl1237,Nuclear Yakima,,Sahaptian,120085.3004,,,8.24740598,,,11114832951,,
Binford Hunter-Gatherer,Alyawara,B117,xd964,Alyawara (B117),,,-22.27,135.17,-22.27,135.17,alya1239,Alyawarr,aly,Pama-Nyungan,67346.63748,,,22.18966792,,,5273221580,,
Binford Hunter-Gatherer,Klikitat,B318,xd1149,Yakima (B318),,,46.33,-120.27,46.33,-120.27,nucl1237,Nuclear Yakima,,Sahaptian,74444.85358,,,8.676741442,,,3663801209,,
Binford Hunter-Gatherer,!Ko,B76,xd934,!Ko (B76),,,-23.86,22.2,-23.86,22.2,huaa1248,East Taa,nmn,Tuu,70506.58914,,,20.23097833,,,5510360111,,
Ethnographic Atlas,Koalib,Ai37,xd367,Koalib (Ai37),,,12,31,12,31,koal1240,Koalib-Rere,kib,Heibanic,70906.73073,,,25.57075194,,,4209327604,,
Binford Hunter-Gatherer,Kobuk Inuit,B370,xd1015,Kobuk Inuit (B370),,,66.95,-156.94,66.95,-156.94,kobu1239,Kobuk River Inupiatun,,Eskimo-Aleut,51610.21396,,,-9.308506725,,,907149908.3,,
Ethnographic Atlas,Kodavas,Eg5,xd681,Coorg (Eg5),Kodava,AW05,12,76,12,76,koda1255,Kodava,kfa,Dravidian,206521.5688,,,24.64129611,,,48131988832,,
Ethnographic Atlas,Kodi,Ic13,xd763,Kodi (Ic13),,,-9.66,119.07,-10,119,kodi1247,Kodi-Gaura,kod,Austronesian,163909.527,,,26.99016439,,,21785324101,,
Ethnographic Atlas,Amahuaca,Se8,xd1372,Amahuaca (Se8),,,-10,-72,-10,-72,amah1246,Amahuaca,amc,Pano-Tacanan,109889.2274,,,24.64855453,,,4486683383,,
Ethnographic Atlas,Kohistani,Ea4,xd603,Kohistani (Ea4),,,35,73,35,73,indu1241,Indus Kohistani,mvy,Indo-European,84959.08646,,,8.222065944,,,6511299256,,
Ethnographic Atlas,Koiari,Ie24,xd801,Koiari (Ie24),,,-9,148,-9,148,gras1249,Grass Koiari,kbk,Koiarian,185681.3916,,,23.70409933,,,10919413329,,
Ethnographic Atlas,Koita,Ie20,xd797,Koita (Ie20),,,-9,147,-9,147,koit1244,Koitabu,kqi,Koiarian,166767.402,,,25.24328982,,,14598519070,,
Ethnographic Atlas,Koko,Ae53,xd175,Koko (Ae53),,,4,11,4,11,bako1249,Bakoko,bkh,Atlantic-Congo,201646.4131,,,22.78004649,,,8837340307,,
Ethnographic Atlas,Ajie,Ih5,xd871,Ajie (Ih5),,,-21.37,165.47,-22,165,ajie1238,Ajië,aji,Austronesian,92839.74267,,,23.75847423,,,6943911191,,
Ethnographic Atlas,Vagala,Ag43,xd281,Vagala (Ag43),,,8,-2,8,-2,vagl1239,Vagla,vag,Atlantic-Congo,116365.9094,,,24.37653513,,,7810198367,,
Ethnographic Atlas,Kukuruku,Af26,xd204,Kukuruku (Af26),,,7,6,7,6,yekh1238,Yekhee,ets,Atlantic-Congo,126781.0166,,,24.24164913,,,8345607517,,
Standard cross-cultural sample,Ajie,SCCS103,xd871,Ajie (SCCS103),,,-21.33,165.67,-21.33,165.67,ajie1238,Ajië,aji,Austronesian,95858.65084,,,23.71794277,,,7039369325,,
Ethnographic Atlas,Kulango,Ag35,xd272,Kulango (Ag35),,,7,-3,7,-3,boun1243,Bouna Kulango,nku,Atlantic-Congo,123888.6925,,,23.72491794,,,8057890777,,
Binford Hunter-Gatherer,Agta (Isabela),B13,xd907,Agta (Isabela) (B13),,,17.48,122.05,17.48,122.05,agta1234,Agta-Pahanan,apf,Austronesian,170959.2415,,,25.02175468,,,17479639355,,
Ethnographic Atlas,Aimoré,Sj5,xd1413,Botocudo (Sj5),,,-18,-42,-18,-42,kren1239,Krenak,kqq,Nuclear-Macro-Je,72319.73439,,,20.9411307,,,5349095082,,
Ethnographic Atlas,Vai,Af58,xd239,Vai (Af58),,,6.89,-11.2,7,-12,vaii1241,Vai,vai,Mande,230154.894,,,25.914022,,,53126225104,,
Standard cross-cultural sample,Tiv,SCCS16,xd320,Tiv (SCCS16),Tiv,FF57,7.25,9,7.25,9,tivv1240,Tiv,tiv,Atlantic-Congo,150153.6253,,,23.55943574,,,12760382786,,
Western North American Indian database,Kumeyaay (Desert Diegueno),WNAI90,xd1137,Desert Diegueno (J90),,,32.7,-116,32.7,116,kumi1248,Tipai,dih,Cochimi-Yuman,17000.27817,,,19.72089511,,,636797312.3,,
Western North American Indian database,Kumeyaay (Mountain Diegueno),WNAI88,xd1437,Mountain Diegueno (J88),,,33,-117,33,117,ipai1240,Ipai,,Cochimi-Yuman,18475.75368,,,18.02087342,,,918742092.9,,
Western North American Indian database,Kumeyaay (Western Diegueno),WNAI89,xd1137,Western Diegueno (J89),,,32.7,-117.1,32.7,117.1,kumi1248,Tipai,dih,Cochimi-Yuman,18902.46795,,,17.64801738,,,967926050.4,,
Ethnographic Atlas,Kumu,Ae32,xd152,Kumu (Ae32),,,-1,27,-1,27,komo1260,Komo (Democratic Republic of Congo),kmw,Atlantic-Congo,244159.7228,,,21.01405555,,,13402719796,,
Ethnographic Atlas,Kumyk,Ci3,xd579,Kumyk (Ci3),,,42,48,42,48,kumy1244,Kumyk,kum,Turkic,43295.64255,,,11.34994826,,,962850179.9,,
Western North American Indian database,Valley Maidu,WNAI54,xd1432,Valley Maidu (J54),,,39.7,-121.9,39.7,121.9,vall1252,Valley Maidu,vmv,Maiduan,111641.0752,,,12.47469479,,,17850986681,,
Ethnographic Atlas,Mam,Sa8,xd1324,Mam (Sa8),Mam Maya,NW08,15,-92,15,-92,mamm1241,Mam,mam,Mayan,105618.0479,,,25.16416438,,,12783504045,,
Ethnographic Atlas,Ababda,Ca34,xd442,Ababda (Ca34),,,24,34,24,34,abab1239,Ababda,,Afro-Asiatic,4283.925756,,,24.9442543,,,107365001.9,,
Ethnographic Atlas,Tiwi,Id3,xd778,Tiwi (Id3),Tiwi,OI20,-11.56,130.81,-12,131,tiwi1244,Tiwi,tiw,Tiwi,150408.199,,,27.17184309,,,27209538027,,
Ethnographic Atlas,Mambila,Ah4,xd331,Mambila (Ah4),,,7,12,7,12,came1252,Cameroon Mambila,mcu,Atlantic-Congo,167732.4646,,,19.70572109,,,16112833795,,
Ethnographic Atlas,Mambwe,Ac43,xd70,Mambwe (Ac43),,,9,32,9,32,mamb1296,Mambwe-Lungu,mgr,Atlantic-Congo,119347.5949,,,24.72892709,,,8216232591,,
Ethnographic Atlas,Kunama,Ca33,xd441,Kunama (Ca33),,,15,37,15,37,kuna1268,Kunama,kun,Kunama,45446.28957,,,25.41982196,,,2587569415,,
Binford Hunter-Gatherer,Mamu,B105,xd954,Mamu (B105),,,-17.64,145.84,-17.64,145.84,mamu1253,Mamu,,Pama-Nyungan,103009.9353,,,21.22520084,,,13100515635,,
Ethnographic Atlas,Mamvu,Ai5,xd379,Mamvu (Ai5),,,3,29,3,29,mamv1243,Mamvu,mdi,Central Sudanic,221198.5343,,,20.46878431,,,12804449399,,
Ethnographic Atlas,Man,Ed14,xd641,Man (Ed14),,,22,105,22,105,kimm1245,Kim Mun,mji,Hmong-Mien,113922.7492,,,18.51518688,,,11489157372,,
Ethnographic Atlas,Manam,Ie29,xd806,Manam (Ie29),,,-4.08,145.03,-4,145,mana1295,Manam,mva,Austronesian,312181.4327,,,25.02548194,,,21056613937,,
Ethnographic Atlas,Star Mountain,Ie37,xd815,Star Mountain (Ie37),,,-5,141,-5,141,ngal1298,Ngalum,szb,Nuclear Trans New Guinea,446397.3059,,,20.35417559,,,21008292931,,
Standard cross-cultural sample,Manchu,SCCS115,xd646,Manchu (SCCS115),Manchu,AG01,50,125.5,50,125.5,manc1252,Manchu,mnc,Tungusic,53252.18915,,,-0.555777366,,,3547577607,,
Ethnographic Atlas,Manchu,Ed3,xd646,Manchu (Ed3),Manchu,AG01,45,126,45,126,manc1252,Manchu,mnc,Tungusic,58708.59677,,,3.622564061,,,4452518563,,
Ethnographic Atlas,Kunda,Ac37,xd63,Kunda (Ac37),,,-15,32,-15,32,kund1255,Chikunda,kdn,Atlantic-Congo,94550.6378,,,22.43519838,,,14090898866,,
Ethnographic Atlas,Mandan,Ne6,xd1225,Mandan (Ne6),Mandan,NQ17,47,-101,47,-101,mand1446,Mandan,mhq,Siouan,37897.45785,,,6.819315653,,,766656465.2,,
Ethnographic Atlas,Mandja,Ai24,xd353,Mandja (Ai24),,,6,18,6,18,manz1243,Manza,mzv,Atlantic-Congo,141941.7609,,,22.50870046,,,8837605655,,
